# (c) Martin Lellep 2021; This sample data file belongs to my project "Cycling in Marburg" (http://lellep.xyz/blog/cycling-in-marburg-1-intro.html)
timestamp,Aquamar,Biegenstraße/Cineplex,Elisabeth-Blochmann-Platz,Stadtbüro,Wehrda Bürgerhaus
2020-06-06 00:28:05.677111,4,6,3,1,3
2020-06-06 00:28:41.587065,4,6,3,1,3
2020-06-06 00:29:17.318389,4,6,3,1,3
2020-06-06 00:29:53.125818,4,6,3,1,3
2020-06-06 00:30:28.919100,4,6,3,1,3
2020-06-06 00:31:04.694703,4,6,3,1,3
2020-06-06 00:31:40.481364,4,6,3,1,3
2020-06-06 00:32:16.262356,4,6,3,1,3
2020-06-06 00:32:52.029891,4,6,3,1,3
2020-06-06 00:33:27.745190,4,6,3,1,3
2020-06-06 00:34:03.630761,4,6,3,1,3
2020-06-06 00:34:39.559848,4,6,3,1,3
2020-06-06 00:35:15.415797,4,6,3,1,3
2020-06-06 00:35:51.342983,4,6,3,1,3
2020-06-06 00:36:27.211445,4,6,3,1,3
2020-06-06 00:37:03.030925,4,6,3,1,3
2020-06-06 00:37:38.739741,4,6,3,1,3
2020-06-06 00:38:14.432580,4,6,3,1,3
2020-06-06 00:38:50.183913,4,6,3,1,3
